letter_grade,course_grade,Assig_1_full_40,Assig_2_full_40,Assig_3_full_40,proj_1_100,proj_2_100,proj_3_100,final_exam_100,peer_feedback_100,birth_country,residence_country,gender,age,primary_language,english_fluency,time_zone,occupation,highest_education,expected_hours_spent,formal_class_prog_taken,C,C#,C++,Java,JavaScript,Lisp,Objective C,Perl,PHP,Python,Ruby,Shell,Swift,Visual Basic,Other (specify below),years_programming,prior_omscs_classes_completed,besides_KBAI_how_many_classes,moocs_completed_outside_OMSCS,qtr_proj1_confidence,qtr_proj2_confidence,qtr_piazza_opinion,qtr_peerfeedback_opinion,qtr_on_piazza,qtr_email,qtr_hipchat,qrt_gplus,qtr_other_chat,qtr_phone,qtr_facebook,qtr_in_person,CS6210_Completed,CS8803_Completed,CS6250_Completed,CS7641_Completed,CS6300_Completed,CS6310_Completed,CS4495_Completed,CS6475_Completed,CS6505_Completed,CS6290_Completed,CS8803_Completed,CS6440_Completed,mid_proj2_confidence,mid_proj3_confidence,mid_piazza_opinion,mid_peerfeedback_opinion,mid_on_piazza,mid_email,mid_hipchat,qrt_gplus,mid_other_chat,mid_phone,mid_facebook,mid_in_person,final_proj3_confidence,hours_spent,lessons_watched,exercises_completed,forum_visit_frequency,final_on_piazza,final_email,final_hipchat,qrt_gplus,final_other_chat,final_phone,final_facebook,final_in_person,watch_out_order,fall_behind,get_ahead,rewatch_full_lesson,rewatch_partial_lesson,view_answer_after_1incorrect,repeat_exercise_until_correct,skip_exercise,correct_first_attempt,access_from_mobile,download_videos,piazza_answers,piazza_days,piazza_asks,piazza_posts,piazza_views,total_lecture_time,overal_lecture_views,lecture_1_views,lecture_2_views,lecture_3_views,lecture_4_views,lecture_5_views,lecture_6_views,lecture_7_views,lecture_8_views,lecture_9_views,lecture_10_views,lecture_11_views,lecture_12_views,lecture_13_views,lecture_14_views,lecture_15_views,lecture_16_views,lecture_17_views,lecture_18_views,lecture_19_views,lecture_20_views,lecture_21_views,lecture_22_views,lecture_23_views,lecture_24_views,lecture_25_views,lecture_26_views,lecture_1_pace,lecture_2_pace,lecture_3_pace,lecture_4_pace,lecture_5_pace,lecture_6_pace,lecture_7_pace,lecture_8_pace,lecture_9_pace,lecture_10_pace,lecture_11_pace,lecture_12_pace,lecture_13_pace,lecture_14_pace,lecture_15_pace,lecture_16_pace,lecture_17_pace,lecture_18_pace,lecture_19_pace,lecture_20_pace,lecture_21_pace,lecture_22_pace,lecture_23_pace,lecture_24_pace,lecture_25_pace,lecture_26_pace,overall_pace
3,68.24,19,38,38,79,86,77,100,10,India,USA,M,35-44,English,Fully fluent non-native,North American,Primary Computing or Software,Bachelors Degree,9-12 hours per week,Yes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.5,3,0,7.5,Somewhat confident,Somewhat confident,7 - Strongly Agree,6 - Agree,1,0,0,0,0,0,0,0,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Somewhat confident,Very confident,7 - Strongly Agree,5 - Agree Slightly,1,0,0,0,0,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,9,140,20,111,532,76443,2.110248447,2.409090909,1.787878788,1.294117647,1.421052632,1.909090909,2.75862069,3,2.125,2.8125,1.882352941,2.083333333,1.291666667,3.297297297,2.555555556,3.136363636,2.65,3.277777778,2.7,1.24137931,2.4,1.473684211,1.470588235,1.208333333,1.083333333,1.9375,1.764705882,On-time,On-time,On-time,Early,Early,Early,Early,Early,Early,On-time,Early,On-time,On-time,Early,On-time,On-time,Late,Late,On-time,On-time,On-time,Early,Early,Early,Early,Early,Early
1,46.41,40,30,26,64,47,62,20,15,USA,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,6-9 hours per week,Yes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,2.5,No Answer,No Answer,No Answer,No Answer,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,Yes,No,No,No,No,Very unconfident,Somewhat confident,N/A - I have not used Piazza significantly.,7 - Strongly Agree,0,0,0,0,0,0,0,0,Very confident,<3 hours per week,10 to 15,A few of them,A couple times a month,1,0,0,0,0,0,0,0,2 - Rarely,5 - Always,1 - Never,3 - Occasionally,3 - Occasionally,2 - Rarely,4 - Frequently,2 - Rarely,3 - Occasionally,Never,Rarely,0,15,0,5,92,40572,1.723602484,2.863636364,2.090909091,2.176470588,3.315789474,3.878787879,3.827586207,4.952380952,4.375,3.4375,1.823529412,2,0.416666667,0.243243243,1.833333333,2.409090909,1.7,1.277777778,0,0,0,0,0.176470588,0,0,0,1.941176471,On-time,On-time,Late,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,Late,Late,Late,On-time,On-time,Late,Unknown,Unknown,Unknown,Unknown,On-time,Unknown,Unknown,Unknown,Early,On-time
3,73.12,34,40,34,79,83,94,100,15,USA,USA,M,35-44,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,6-9 hours per week,Yes,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,7.5,2,0,0,Somewhat confident,Very unconfident,4 - Neither Agree nor Disagree,3 - Disagree Slightly,1,0,0,0,0,0,0,0,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Somewhat confident,Somewhat confident,4 - Neither Agree nor Disagree,5 - Agree Slightly,1,0,0,0,0,0,0,0,Very confident,<3 hours per week,All 26,All of them,Once per day,1,0,0,0,0,0,0,0,1 - Never,2 - Rarely,2 - Rarely,1 - Never,3 - Occasionally,3 - Occasionally,4 - Frequently,1 - Never,4 - Frequently,Never,Rarely,0,0,0,0,0,18757,0.948757764,1.272727273,1.393939394,1.470588235,0.210526316,0.090909091,0.068965517,0.142857143,0.1875,0.125,0.970588235,1.875,0.25,0.189189189,1.333333333,1.772727273,1.5,1.944444444,1.633333333,1.172413793,1.35,1.473684211,0.823529412,1.375,0.583333333,1.5,1.588235294,On-time,On-time,On-time,Early,Early,Early,Early,Early,Early,On-time,On-time,On-time,On-time,Early,Early,Early,Early,Early,Early,On-time,On-time,On-time,On-time,Early,Early,Early,Early
3,64.88,32,34,33,93,73,69,80,11,Other,USA,M,35-44,Non-English,Fully fluent non-native,North American,Primary Computing or Software,Bachelors Degree,12-15 hours per week,Yes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.5,1,0,2.5,Somewhat confident,Somewhat confident,6 - Agree,5 - Agree Slightly,1,0,0,0,0,0,0,0,No,No,Yes,No,No,No,No,No,No,No,No,No,Somewhat confident,Neither confident nor unconfident,6 - Agree,6 - Agree,1,0,0,0,0,0,0,0,Somewhat confident,21 or more hours per week,All 26,All of them,Once per day,1,0,0,0,0,0,0,0,1 - Never,3 - Occasionally,2 - Rarely,3 - Occasionally,3 - Occasionally,3 - Occasionally,4 - Frequently,1 - Never,4 - Frequently,Never,Never,0,0,0,0,0,55632,1.968944099,1.136363636,1.03030303,2.794117647,2.894736842,2.03030303,2.379310345,1.619047619,2.125,1.84375,2.088235294,2.291666667,1.583333333,1.648648649,1.555555556,1.409090909,1.3,1.388888889,2.333333333,3.448275862,1.35,1.368421053,1.764705882,1.5,1.833333333,1.6875,5,On-time,On-time,On-time,Early,On-time,On-time,Early,On-time,On-time,On-time,Early,Early,On-time,Early,On-time,Late,Late,Late,On-time,On-time,On-time,Late,Late,On-time,Early,Early,On-time
3,61.67,32,38,26,80,66,57,90,15,USA,USA,M,18-24,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,21+ hours per week,No,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,Very confident,Very confident,6 - Agree,N/A - I have not used Peer Feedback yet.,1,0,0,0,0,0,0,0,No,No,No,Yes,No,No,No,No,No,No,No,No,Somewhat confident,Somewhat confident,7 - Strongly Agree,2 - Disagree,1,0,0,0,1,0,0,0,Very unconfident,12 - 15 hours per week,All 26,A few of them,A couple times a month,1,1,0,0,0,1,0,0,1 - Never,2 - Rarely,4 - Frequently,2 - Rarely,4 - Frequently,4 - Frequently,2 - Rarely,4 - Frequently,3 - Occasionally,Never,Never,1,30,7,24,151,44613,2.173913043,0.045454545,0.151515152,2.529411765,3.210526316,2,2.275862069,1.666666667,2.5,2.90625,1.852941176,3.458333333,1.770833333,2.027027027,4.444444444,2.181818182,1.9,3.5,2.533333333,1.793103448,2.85,2.210526316,1.588235294,1.208333333,1.166666667,3.0625,3.882352941,On-time,On-time,On-time,Early,Early,Early,Early,Early,Early,Early,On-time,On-time,On-time,Early,Early,On-time,On-time,On-time,On-time,On-time,Late,On-time,On-time,Early,Early,Early,On-time
3,68.85,35,38,38,86,70,79,92,13,USA,USA,M,35-44,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,18-21 hours per week,Yes,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,12.5,2,0,1,Somewhat confident,Neither confident nor unconfident,6 - Agree,6 - Agree,1,0,0,0,0,0,0,0,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Neither confident nor unconfident,Neither confident nor unconfident,6 - Agree,6 - Agree,1,1,0,0,0,0,0,0,Somewhat confident,15 - 18 hours per week,All 26,All of them,Multiple times daily,1,1,0,0,0,0,0,0,3 - Occasionally,1 - Never,5 - Always,3 - Occasionally,3 - Occasionally,4 - Frequently,3 - Occasionally,2 - Rarely,4 - Frequently,Frequently,Never,0,0,0,0,0,20595,1.045031056,3.590909091,2.515151515,1.794117647,0,0,1.931034483,0,0,0.125,0.647058824,2.375,0.020833333,0,0,3.181818182,3.8,0.388888889,0,2,0.7,0.263157895,0,1.916666667,0,0,2,Late,Late,Late,Unknown,Unknown,Late,Unknown,Unknown,Late,Late,On-time,On-time,Unknown,Unknown,Early,Early,On-time,Unknown,On-time,On-time,On-time,Unknown,On-time,Unknown,Unknown,Early,Unknown
2,59.23,24,29,30,73,74,47,96,15,USA,USA,F,35-44,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,18-21 hours per week,Yes,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,10,Somewhat unconfident,Somewhat unconfident,1 - Strongly Disagree,1 - Strongly Disagree,0,0,0,0,0,0,0,0,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Somewhat unconfident,Somewhat unconfident,3 - Disagree Slightly,5 - Agree Slightly,1,0,0,0,0,0,0,0,Very unconfident,15 - 18 hours per week,All 26,All of them,Multiple times daily,0,0,0,0,0,0,0,0,1 - Never,1 - Never,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,4 - Frequently,1 - Never,4 - Frequently,Never,Never,0,36,0,1,2,60111,1.571428571,1.045454545,1,2.029411765,2.105263158,2.242424242,2.517241379,2.238095238,2.1875,2.0625,1.558823529,2,1.208333333,1.162162162,1.222222222,1.590909091,1.05,1.166666667,1.3,1.344827586,1.15,1.631578947,1.058823529,1.916666667,1.333333333,1.25,1.117647059,On-time,On-time,On-time,Early,Early,Early,Early,Early,Early,Early,Early,Early,On-time,On-time,On-time,On-time,On-time,On-time,Early,On-time,On-time,Early,Early,Early,Early,Early,Early
2,53.89,26,31,29,79,54,41,80,13,USA,USA,M,35-44,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,6-9 hours per week,Yes,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,17.5,3,0,0,Very confident,Very confident,4 - Neither Agree nor Disagree,2 - Disagree,1,0,0,0,0,0,0,0,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Very confident,Somewhat confident,4 - Neither Agree nor Disagree,3 - Disagree Slightly,1,0,0,0,0,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,0,20,1,8,62,57280,1.950310559,1.181818182,1.787878788,2.088235294,3.947368421,2.515151515,2.24137931,2.952380952,2.375,3.03125,1.382352941,1.833333333,1.583333333,1.351351351,1.555555556,2.045454545,2.5,1.5,1.4,2.413793103,1.55,2.157894737,1.235294118,1.458333333,0.166666667,2.4375,1.882352941,Late,Late,Late,On-time,On-time,Late,On-time,On-time,On-time,Late,Late,Late,Late,On-time,On-time,On-time,Late,Late,Late,Late,Late,On-time,On-time,Early,Early,Early,Late
3,64.42,32,34,32,82,69,63,96,14,USA,USA,M,18-24,English,Native speaker,North American,Non Primary Computing,Bachelors Degree,6-9 hours per week,Yes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7.5,3,0,0,Somewhat confident,Very confident,7 - Strongly Agree,4 - Neither Agree nor Disagree,1,1,0,0,0,0,0,1,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Somewhat confident,Somewhat confident,7 - Strongly Agree,3 - Disagree Slightly,1,1,0,0,0,0,0,1,Very confident,6 - 9 hours per week,All 26,All of them,A few times a week,1,1,0,0,0,1,0,1,1 - Never,3 - Occasionally,3 - Occasionally,3 - Occasionally,4 - Frequently,2 - Rarely,5 - Always,1 - Never,4 - Frequently,Never,Never,2,89,2,27,493,44667,1.627329193,1.954545455,1.818181818,2.058823529,1.526315789,1.212121212,1.413793103,2.19047619,1.5,1.90625,1.323529412,1.5,1.0625,2.108108108,2.166666667,3,1.55,1.666666667,1.166666667,1.344827586,1.45,1.368421053,2,1.25,1.5,1.375,1.470588235,On-time,On-time,On-time,Early,On-time,On-time,On-time,On-time,On-time,On-time,Early,On-time,Late,On-time,On-time,On-time,Late,Late,Late,Late,Late,Late,Late,Late,Early,Early,On-time
2,55.26,25,33,34,71,61,31,92,15,USA,USA,M,18-24,English,Native speaker,North American,Non Primary Computing,Bachelors Degree,12-15 hours per week,Yes,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,Somewhat confident,Very unconfident,N/A - I have not used Piazza significantly.,2 - Disagree,1,0,0,0,0,0,0,0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Somewhat unconfident,Very unconfident,N/A - I have not used Piazza significantly.,2 - Disagree,1,0,0,0,0,0,0,0,Somewhat unconfident,21 or more hours per week,All 26,All of them,Once per week,1,0,0,0,0,0,0,0,1 - Never,2 - Rarely,2 - Rarely,2 - Rarely,2 - Rarely,2 - Rarely,4 - Frequently,2 - Rarely,3 - Occasionally,Never,Never,0,47,0,7,431,38496,3.135093168,5.136363636,2.575757576,2.794117647,2.578947368,2.272727273,3.620689655,3.380952381,2.8125,2.875,1.382352941,2.833333333,2.583333333,3.297297297,3.388888889,3.363636364,3.65,2.555555556,3.7,3.068965517,4.3,3.157894737,1.588235294,4.708333333,0.166666667,7.25,4.117647059,On-time,On-time,On-time,On-time,On-time,On-time,Early,On-time,On-time,Late,Early,Early,On-time,Early,On-time,On-time,On-time,On-time,On-time,On-time,On-time,Early,Early,Early,Early,Early,On-time
0,16.48,30,0,0,68,0,0,0,10,USA,USA,M,35-44,English,Native speaker,North American,Non Primary Computing,Masters Degree,9-12 hours per week,Yes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,10,No Answer,No Answer,No Answer,No Answer,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,0,10,0,3,382,32854,1.122670807,2.454545455,2,1.147058824,1.421052632,1.424242424,2.172413793,2.904761905,1.9375,1.5625,1.411764706,1.25,1.229166667,1.297297297,1.888888889,1.818181818,1.3,0,0,0,0,0,0,0,0,0,0,On-time,On-time,On-time,Early,Early,Early,On-time,On-time,On-time,On-time,On-time,Late,Late,Late,Late,Late,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,62.74,28,33,29,79,65,69,98,10,India,USA,M,25-34,English,Fully fluent non-native,North American,Primary Computing or Software,Masters Degree,6-9 hours per week,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,2,0,2.5,Somewhat confident,Very confident,6 - Agree,6 - Agree,1,0,0,0,0,0,0,0,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Somewhat confident,Very confident,6 - Agree,6 - Agree,1,0,0,0,0,0,0,0,Very confident,12 - 15 hours per week,All 26,All of them,A few times a week,1,0,0,0,0,0,0,0,3 - Occasionally,4 - Frequently,2 - Rarely,3 - Occasionally,4 - Frequently,3 - Occasionally,3 - Occasionally,1 - Never,4 - Frequently,Never,Never,0,0,0,0,0,43636,1.995341615,6.045454545,1.454545455,1.764705882,1.947368421,1.060606061,1.551724138,4.380952381,2.8125,2.1875,1.235294118,1.416666667,1.229166667,1.135135135,2.222222222,3.636363636,0.95,1.444444444,1.966666667,1.551724138,1.45,1.578947368,2.411764706,3.75,1.916666667,1.625,2.058823529,Late,Late,Late,Late,Late,Late,On-time,On-time,Late,Late,Late,Late,Late,Late,On-time,On-time,On-time,On-time,Late,Late,Late,Late,On-time,Late,Late,Late,Late
3,61.67,29,28,29,83,72,59,92,12,Other,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,6-9 hours per week,Yes,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,Neither confident nor unconfident,Neither confident nor unconfident,3 - Disagree Slightly,5 - Agree Slightly,1,1,0,0,0,0,0,0,No,No,No,No,Yes,No,No,No,No,No,No,No,Neither confident nor unconfident,Neither confident nor unconfident,3 - Disagree Slightly,4 - Neither Agree nor Disagree,1,0,0,1,0,0,1,0,Somewhat confident,15 - 18 hours per week,15 to 20,Around half of them,Once per day,1,0,0,0,0,0,1,0,3 - Occasionally,5 - Always,1 - Never,2 - Rarely,4 - Frequently,3 - Occasionally,3 - Occasionally,2 - Rarely,4 - Frequently,Occasionally,Never,3,35,0,16,275,26378,0.849378882,1.090909091,1,1.558823529,1.105263158,1.242424242,1,1.19047619,1.1875,2.03125,1.470588235,1.041666667,0.770833333,0.540540541,1.055555556,0.090909091,0.7,0.222222222,0.033333333,1.793103448,0.05,0,0.647058824,0,0,0.0625,0,On-time,On-time,On-time,Late,Late,Late,On-time,On-time,On-time,Late,On-time,On-time,On-time,Late,Late,Late,Late,Late,On-time,On-time,Unknown,Late,Unknown,Unknown,Late,Unknown,On-time
3,66.87,26,23,36,96,72,76,94,15,USA,USA,M,35-44,English,Native speaker,North American,Primary Computing or Software,Masters Degree,12-15 hours per week,Yes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.5,4,0,4,No Answer,No Answer,No Answer,No Answer,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,0,0,0,0,0,43043,1.27484472,0.090909091,1.151515152,1.235294118,1.578947368,1.151515152,2.482758621,1.380952381,1.125,1.34375,1.235294118,1.625,1.291666667,1.162162162,1.277777778,1.590909091,1.25,1.166666667,1.033333333,2.034482759,1.45,1.526315789,0.764705882,0.041666667,0.416666667,1.5625,1.588235294,On-time,On-time,On-time,Early,Early,On-time,Early,On-time,On-time,On-time,Early,On-time,On-time,Early,Early,Early,Early,Early,Early,Early,Early,Early,Late,Late,Early,Early,Early
3,62.9,40,35,31,76,64,57,96,13,India,USA,M,35-44,English,Fully fluent non-native,North American,Primary Computing or Software,Bachelors Degree,18-21 hours per week,Yes,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,17.5,1,0,0,Somewhat confident,Neither confident nor unconfident,6 - Agree,5 - Agree Slightly,1,0,0,0,0,0,0,0,No,No,Yes,No,No,No,No,No,No,No,No,No,Somewhat confident,Somewhat unconfident,6 - Agree,3 - Disagree Slightly,1,0,0,0,0,0,0,0,Somewhat unconfident,21 or more hours per week,All 26,Most of them,Once per day,1,0,0,0,0,0,0,0,1 - Never,1 - Never,4 - Frequently,4 - Frequently,1 - Never,1 - Never,4 - Frequently,1 - Never,3 - Occasionally,Always,Always,5,142,2,30,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,59.54,29,35,33,75,62,65,80,11,Other,USA,M,25-34,English,Fully fluent non-native,North American,Primary Computing or Software,Bachelors Degree,9-12 hours per week,Yes,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,7.5,1,0,2.5,Somewhat confident,Somewhat unconfident,7 - Strongly Agree,7 - Strongly Agree,1,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,Yes,No,No,No,Somewhat unconfident,Somewhat unconfident,7 - Strongly Agree,7 - Strongly Agree,1,0,0,0,0,0,0,0,Somewhat confident,9 - 12 hours per week,All 26,All of them,Multiple times daily,1,0,0,0,0,0,0,0,3 - Occasionally,2 - Rarely,1 - Never,3 - Occasionally,5 - Always,2 - Rarely,4 - Frequently,1 - Never,3 - Occasionally,Rarely,Never,0,64,2,12,633,58035,1.75931677,2.363636364,1.303030303,2.235294118,2,2.181818182,2.172413793,1.952380952,2.4375,1.375,1.558823529,1.666666667,1.229166667,1.783783784,1.666666667,1.590909091,1.05,1.444444444,2.066666667,2.206896552,1.35,1.368421053,1.176470588,1.083333333,1.333333333,1.6875,3.882352941,On-time,On-time,On-time,On-time,On-time,On-time,On-time,Late,Late,Late,On-time,On-time,On-time,On-time,On-time,On-time,Late,Late,On-time,Late,Late,On-time,On-time,Late,Early,Early,On-time
3,65.95,31,15,30,91,83,69,100,13,India,Other,F,18-24,Non-English,Fully fluent non-native,Asia,Primary Computing or Software,Bachelors Degree,9-12 hours per week,Yes,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4,4,0,7.5,Somewhat confident,Very confident,6 - Agree,5 - Agree Slightly,0,0,1,0,0,0,0,0,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Very confident,Somewhat unconfident,6 - Agree,5 - Agree Slightly,1,0,0,0,1,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,0,0,0,0,0,68240,2.072981366,3.318181818,2.636363636,2.647058824,1.368421053,1.333333333,3.586206897,1.666666667,2.625,1.625,2.088235294,2.625,1.270833333,2.945945946,2.944444444,2.318181818,1.9,1.611111111,1.366666667,2.068965517,1.6,3.368421053,2.764705882,0.375,0,1.625,1.647058824,On-time,On-time,On-time,Early,Early,On-time,Early,Early,Early,On-time,Early,Early,Early,Early,Early,On-time,On-time,On-time,Early,On-time,On-time,Late,Late,Unknown,Early,Early,Early
3,66.71,34,31,30,94,60,86,91,11,India,USA,M,35-44,Non-English,Fully fluent non-native,North American,Primary Computing or Software,Masters Degree,3-6 hours per week,Yes,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,12.5,4,0,2.5,Somewhat confident,Neither confident nor unconfident,6 - Agree,6 - Agree,1,0,0,0,0,0,0,0,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Very confident,Somewhat confident,6 - Agree,6 - Agree,1,0,0,1,0,0,0,0,Somewhat confident,18 - 21 hours per week,20 to 25,Around half of them,A few times a week,1,0,0,0,0,0,0,0,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,Frequently,Never,0,77,2,13,179,23486,0.631987578,0.090909091,0,1,1.578947368,1.060606061,0.448275862,0.047619048,0.125,0.03125,0.147058824,1.166666667,0.354166667,1.513513514,1.166666667,0.181818182,0.05,0.277777778,1.066666667,1.310344828,1.4,2.052631579,0.235294118,0,0,0.5625,0.117647059,On-time,Unknown,On-time,Early,Early,Early,Early,On-time,Late,Early,On-time,On-time,On-time,Early,Late,Late,Late,On-time,On-time,On-time,On-time,Late,Unknown,Unknown,Early,Late,On-time
3,64.88,19,29,32,95,68,71,96,15,Other,USA,F,25-34,English,Fully fluent non-native,North American,Primary Computing or Software,Masters Degree,6-9 hours per week,No,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.5,1,0,1,Somewhat confident,Neither confident nor unconfident,5 - Agree Slightly,5 - Agree Slightly,1,0,0,0,0,0,0,0,No,No,No,No,No,Yes,No,No,No,No,No,No,Very confident,Neither confident nor unconfident,4 - Neither Agree nor Disagree,5 - Agree Slightly,1,0,0,0,0,0,0,0,Neither confident nor unconfident,15 - 18 hours per week,All 26,All of them,A couple times a month,1,0,0,0,0,0,0,0,1 - Never,2 - Rarely,2 - Rarely,2 - Rarely,3 - Occasionally,3 - Occasionally,2 - Rarely,1 - Never,4 - Frequently,Rarely,Never,0,0,0,0,0,50055,1.739130435,2.318181818,1.575757576,2.117647059,1.631578947,2.090909091,1.965517241,1.666666667,1.5625,1.5,1.588235294,1.916666667,1.583333333,1.540540541,1.722222222,1.409090909,1.8,1.833333333,1.966666667,1.896551724,1.2,1.368421053,2.117647059,1.791666667,1,2.4375,1.294117647,On-time,On-time,On-time,On-time,On-time,On-time,Early,On-time,On-time,On-time,Early,Early,On-time,Early,On-time,On-time,On-time,Late,On-time,On-time,On-time,On-time,On-time,Early,Early,Early,On-time
2,49,34,40,26,60,35,20,92,14,USA,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,3-6 hours per week,Yes,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,7.5,0,0,4,Somewhat confident,Somewhat confident,4 - Neither Agree nor Disagree,3 - Disagree Slightly,1,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,2,7,0,8,5,35267,1.114906832,1.5,1.181818182,1.029411765,1.578947368,1.303030303,1.413793103,1.095238095,1,1.4375,1,1.166666667,1.229166667,1.405405405,1.166666667,1.136363636,1.35,1.166666667,1.1,1,0.95,1.105263158,0.117647059,0,0,1.1875,1.294117647,On-time,On-time,On-time,Early,On-time,On-time,On-time,On-time,On-time,Late,Early,Early,On-time,Early,On-time,On-time,On-time,Late,On-time,On-time,On-time,On-time,Unknown,Unknown,Early,Early,On-time
